Vge,Ice,Vce
15.4,380.00,24
15.6,380.00,8
15.4,380.00,24
15.4,380.00,8
15.6,384.00,16
15.6,384.00,16
15.4,376.00,8
15.6,380.00,0
15.6,384.00,16
15.6,376.00,8
15.6,380.00,16
15.6,380.00,8
15.4,380.00,24
15.6,388.00,16
15.8,384.00,24
15.6,384.00,16
15.6,384.00,16
15.6,380.00,24
15.8,380.00,16
15.6,384.00,24
15.8,380.00,16
15.6,384.00,24
15.6,380.00,16
15.4,384.00,8
15.8,380.00,8
15.6,380.00,16
15.8,380.00,8
15.6,380.00,16
15.6,380.00,8
15.6,376.00,16
15.6,380.00,16
15.6,380.00,16
15.4,384.00,16
15.6,380.00,16
15.6,384.00,8
15.6,380.00,24
15.6,384.00,8
15.4,380.00,24
15.4,388.00,8
15.4,384.00,16
15.6,388.00,8
15.6,384.00,16
15.6,380.00,0
15.6,384.00,16
15.8,380.00,16
15.6,384.00,16
15.6,384.00,0
15.6,384.00,8
15.6,388.00,8
15.8,388.00,8
15.6,384.00,16
15.8,384.00,16
15.4,384.00,16
15.8,384.00,8
15.6,388.00,16
15.8,384.00,8
15.6,384.00,8
15.8,388.00,8
15.6,380.00,16
15.6,384.00,16
15.8,384.00,16
15.6,384.00,0
15.6,384.00,24
15.6,384.00,16
15.6,384.00,32
15.6,388.00,8
15.4,388.00,24
15.4,384.00,8
15.6,388.00,24
15.6,380.00,8
15.8,384.00,16
15.6,384.00,8
15.6,380.00,16
15.6,384.00,16
15.6,384.00,16
15.6,380.00,8
15.6,384.00,24
15.8,384.00,8
15.6,380.00,16
15.6,384.00,24
15.6,384.00,24
15.4,392.00,16
15.6,384.00,8
15.8,384.00,16
15.6,388.00,16
15.6,388.00,8
15.8,388.00,8
15.8,384.00,16
15.6,384.00,8
15.6,380.00,16
15.6,384.00,8
15.4,388.00,16
15.8,392.00,16
15.6,384.00,16
15.8,388.00,8
15.6,388.00,16
15.6,388.00,8
15.4,384.00,16
15.6,388.00,8
15.6,384.00,16
15.6,384.00,8
15.6,388.00,16
15.6,388.00,16
15.8,388.00,24
15.8,388.00,16
15.6,384.00,16
15.6,384.00,0
15.4,388.00,16
15.6,388.00,8
15.6,384.00,16
15.6,388.00,16
15.6,388.00,16
15.4,392.00,16
15.8,388.00,16
15.8,388.00,16
15.8,388.00,16
15.4,384.00,8
15.8,384.00,16
15.6,388.00,16
15.6,388.00,16
15.6,388.00,16
15.6,388.00,8
15.4,392.00,16
15.8,388.00,0
15.6,396.00,24
15.6,388.00,16
15.6,384.00,16
15.6,388.00,16
15.8,392.00,24
15.8,392.00,8
15.6,388.00,16
15.8,392.00,0
15.4,388.00,24
15.6,392.00,8
15.4,388.00,16
15.6,392.00,0
15.6,388.00,24
15.6,388.00,16
15.6,388.00,24
15.8,388.00,8
15.6,388.00,24
15.6,384.00,8
15.6,384.00,16
15.8,384.00,8
15.6,384.00,16
15.6,392.00,8
15.8,388.00,16
15.6,392.00,16
15.8,392.00,16
15.6,388.00,16
15.4,388.00,24
15.4,388.00,24
15.6,392.00,16
15.8,388.00,16
15.8,388.00,16
15.6,392.00,24
15.8,392.00,8
15.6,392.00,8
15.6,396.00,8
15.6,392.00,8
15.8,388.00,8
15.8,388.00,24
15.6,392.00,16
15.6,388.00,24
15.6,388.00,16
15.6,384.00,16
15.6,392.00,8
15.6,392.00,24
15.6,388.00,16
15.6,392.00,24
15.6,388.00,8
15.4,388.00,32
15.2,392.00,16
15.6,392.00,16
15.4,392.00,8
15.6,396.00,24
15.6,396.00,16
15.6,392.00,16
15.6,388.00,16
15.6,392.00,32
15.4,396.00,16
15.6,388.00,16
15.6,388.00,8
15.6,392.00,8
15.4,396.00,8
15.8,392.00,0
15.8,388.00,16
15.8,396.00,8
15.6,392.00,24
15.6,388.00,8
15.4,392.00,24
15.8,392.00,24
15.6,384.00,8
15.8,392.00,8
15.8,392.00,16
15.8,396.00,8
15.6,392.00,16
16.0,396.00,8
15.6,392.00,24
15.4,392.00,8
15.6,388.00,16
15.8,392.00,16
15.6,392.00,24
15.6,392.00,8
15.4,392.00,24
15.4,392.00,16
15.4,392.00,24
15.6,388.00,16
15.8,392.00,16
15.6,392.00,16
15.8,392.00,24
15.6,400.00,16
15.6,392.00,16
15.6,392.00,16
15.6,392.00,16
15.6,392.00,24
15.8,392.00,16
15.4,392.00,16
15.8,388.00,8
15.6,396.00,24
15.6,396.00,16
15.4,400.00,32
15.6,396.00,8
15.4,392.00,8
13.4,400.00,8
10.4,392.00,24
8.4,396.00,8
6.4,396.00,8
5.8,392.00,16
5.6,392.00,16
5.6,396.00,0
4.6,392.00,16
4.0,392.00,8
3.8,396.00,16
4.2,396.00,8
4.8,392.00,16
5.8,392.00,16
5.8,388.00,16
5.8,396.00,8
5.6,400.00,24
5.6,392.00,8
6.2,392.00,16
6.6,396.00,8
6.8,396.00,16
6.8,392.00,16
6.4,396.00,16
6.2,396.00,16
6.0,400.00,16
6.2,392.00,16
6.4,392.00,24
6.2,392.00,24
6.2,396.00,8
5.8,392.00,16
5.6,392.00,8
5.4,392.00,8
5.8,392.00,8
5.8,396.00,16
5.2,396.00,8
5.2,396.00,16
5.2,396.00,8
5.2,396.00,24
5.0,396.00,16
4.8,396.00,24
5.0,396.00,8
4.6,396.00,24
4.6,396.00,8
4.0,396.00,16
4.0,396.00,0
3.8,392.00,16
3.6,400.00,8
3.0,396.00,16
2.6,396.00,8
2.2,400.00,16
1.8,404.00,16
1.4,396.00,16
1.2,400.00,24
0.6,396.00,24
0.2,396.00,32
-0.4,396.00,32
-0.8,396.00,16
-1.0,396.00,16
-1.4,396.00,8
-2.0,400.00,16
-2.2,396.00,0
-2.4,396.00,8
-2.8,396.00,16
-2.8,392.00,16
-2.8,400.00,24
-2.6,396.00,8
-2.6,392.00,24
-2.8,396.00,8
-2.8,396.00,24
-2.6,404.00,8
-2.4,392.00,16
-2.4,400.00,8
-2.2,400.00,16
-2.2,400.00,8
-2.2,396.00,24
-2.2,396.00,8
-2.2,400.00,24
-2.2,396.00,16
-2.0,396.00,16
-2.2,400.00,16
-2.4,400.00,24
-2.4,396.00,8
-2.4,396.00,16
-2.4,400.00,16
-2.6,396.00,16
-2.6,392.00,16
-2.6,396.00,8
-2.6,400.00,16
-2.4,396.00,16
-2.6,400.00,16
-2.6,400.00,16
-2.8,400.00,16
-2.6,396.00,8
-2.6,396.00,8
-2.6,396.00,8
-2.8,400.00,16
-2.8,400.00,16
-2.6,400.00,24
-2.8,400.00,8
-2.8,404.00,16
-2.8,404.00,8
-2.8,400.00,16
-2.8,404.00,16
-2.8,400.00,24
-2.8,400.00,16
-2.8,396.00,24
-3.0,404.00,8
-3.0,400.00,16
-3.0,400.00,16
-2.8,396.00,24
-3.0,400.00,16
-3.0,396.00,8
-3.2,400.00,16
-2.8,392.00,32
-3.0,400.00,16
-2.8,404.00,32
-3.0,400.00,8
-3.2,396.00,24
-2.8,400.00,16
-3.0,396.00,16
-3.0,404.00,8
-3.0,400.00,24
-3.2,404.00,32
-3.2,400.00,24
-3.0,400.00,24
-3.2,400.00,16
-3.0,400.00,16
-3.0,400.00,16
-3.0,404.00,24
-3.0,396.00,16
-3.0,396.00,16
-3.0,400.00,16
-3.0,400.00,16
-3.2,400.00,8
-3.4,404.00,16
-3.2,396.00,0
-3.2,396.00,24
-3.2,404.00,8
-3.2,400.00,32
-3.2,400.00,16
-3.0,404.00,24
-3.0,408.00,8
-2.8,400.00,24
-3.2,400.00,16
-3.0,396.00,24
-3.2,404.00,16
-3.2,400.00,24
-3.0,404.00,24
-3.0,400.00,24
-3.0,404.00,16
-3.2,404.00,24
-3.0,404.00,16
-2.8,404.00,24
-3.4,400.00,24
-3.0,404.00,40
-3.2,400.00,16
-2.8,400.00,24
-3.2,404.00,16
-3.4,404.00,16
-3.0,400.00,16
-3.2,400.00,8
-3.0,396.00,24
-3.2,400.00,16
-3.2,408.00,32
-3.0,404.00,16
-3.2,400.00,32
-3.2,400.00,16
-3.4,400.00,24
-3.2,404.00,16
-3.0,404.00,24
-3.4,404.00,24
-3.2,404.00,24
-3.0,404.00,8
-3.2,404.00,24
-3.2,400.00,16
-3.0,404.00,32
-3.0,400.00,24
-3.2,400.00,24
-3.4,404.00,16
-3.2,400.00,32
-3.2,404.00,8
-3.0,404.00,32
-3.0,404.00,16
-3.2,400.00,24
-3.4,408.00,16
-3.2,404.00,24
-3.2,404.00,16
-3.0,404.00,24
-3.2,404.00,24
-3.4,404.00,24
-3.2,400.00,24
-3.0,404.00,24
-3.0,400.00,32
-3.0,408.00,16
-3.2,404.00,24
-3.2,408.00,24
-3.2,404.00,24
-3.2,404.00,16
-3.0,404.00,24
-3.2,404.00,16
-3.4,404.00,24
-3.2,404.00,16
-3.0,408.00,32
-3.4,400.00,24
-3.2,400.00,16
-3.2,404.00,16
-3.2,396.00,32
-3.0,404.00,24
-3.2,404.00,32
-3.2,404.00,16
-3.0,400.00,24
-3.4,408.00,8
-3.2,404.00,32
-3.4,400.00,16
-3.4,404.00,32
-3.2,404.00,24
-3.2,404.00,24
-3.0,404.00,16
-3.2,408.00,24
-3.2,404.00,24
-3.2,404.00,24
-3.2,408.00,24
-3.0,412.00,32
-3.2,404.00,32
-3.0,404.00,40
-3.2,400.00,32
-3.0,404.00,24
-3.2,408.00,24
-3.0,400.00,16
-3.2,412.00,24
-3.0,408.00,24
-3.2,404.00,16
-3.0,404.00,16
-3.4,404.00,24
-3.2,408.00,16
-3.0,404.00,32
-3.0,408.00,24
-3.2,408.00,24
-3.2,404.00,24
-3.0,408.00,32
-3.2,408.00,24
-3.0,404.00,32
-3.2,408.00,16
-3.0,408.00,24
-3.2,412.00,24
-3.2,404.00,32
-3.0,408.00,24
-3.2,404.00,32
-3.0,408.00,32
-3.4,408.00,40
-3.2,408.00,32
-3.2,408.00,24
-3.0,412.00,40
-3.2,408.00,40
-3.2,412.00,32
-3.2,408.00,40
-3.2,412.00,32
-3.4,408.00,40
-3.2,408.00,40
-3.2,404.00,32
-3.4,404.00,48
-3.4,404.00,40
-3.4,408.00,48
-3.4,412.00,48
-3.2,404.00,56
-3.4,408.00,48
-3.4,408.00,56
-3.4,408.00,56
-3.4,408.00,72
-3.4,412.00,56
-3.2,408.00,72
-3.4,408.00,72
-3.2,408.00,80
-3.4,408.00,72
-3.2,408.00,88
-3.4,408.00,88
-3.2,404.00,96
-3.6,404.00,96
-3.2,408.00,96
-3.2,408.00,96
-3.2,404.00,120
-3.2,412.00,112
-3.2,404.00,128
-3.4,404.00,128
-3.6,404.00,136
-3.0,408.00,152
-3.0,404.00,144
-3.4,404.00,160
-3.2,408.00,168
-3.2,404.00,176
-3.2,408.00,184
-3.4,408.00,200
-3.4,408.00,200
-3.4,404.00,216
-3.6,408.00,224
-3.4,404.00,240
-3.4,408.00,240
-3.2,404.00,248
-3.4,408.00,264
-3.4,408.00,272
-3.0,408.00,288
-3.2,404.00,304
-3.6,404.00,312
-3.6,404.00,336
-3.4,404.00,336
-3.4,404.00,360
-3.4,408.00,368
-3.4,408.00,384
-3.4,404.00,392
-3.4,404.00,408
-3.6,404.00,424
-3.4,408.00,448
-3.6,408.00,456
-3.6,404.00,472
-3.4,408.00,488
-3.4,400.00,512
-3.2,400.00,528
-3.2,400.00,544
-3.4,400.00,560
-3.4,404.00,584
-3.4,404.00,608
-3.2,400.00,624
-3.4,404.00,640
-3.4,404.00,664
-3.6,400.00,672
-3.6,400.00,704
-3.6,404.00,712
-3.4,400.00,744
-3.6,400.00,768
-3.6,400.00,784
-3.6,400.00,800
-3.6,400.00,824
-3.6,400.00,840
-3.6,400.00,872
-3.4,400.00,888
-3.6,392.00,912
-4.0,392.00,912
-4.0,392.00,944
-4.0,388.00,952
-4.0,384.00,992
-4.0,372.00,960
-4.2,364.00,1016
-4.2,352.00,1008
-4.4,340.00,1032
-4.6,328.00,1032
-4.6,316.00,1048
-4.6,312.00,1040
-4.8,308.00,1048
-5.0,304.00,1048
-5.2,292.00,1056
-5.2,276.00,1056
-5.6,272.00,1056
-5.8,256.00,1064
-6.0,248.00,1048
-6.2,232.00,1048
-6.2,232.00,1040
-6.2,220.00,1048
-6.4,216.00,1032
-6.4,208.00,1032
-6.8,208.00,1040
-6.6,200.00,1032
-6.8,204.00,1016
-6.8,204.00,1024
-7.0,196.00,1008
-7.0,192.00,1016
-7.0,192.00,1000
-7.0,180.00,1016
-7.2,180.00,992
-7.4,176.00,1016
-7.2,168.00,1000
-7.0,168.00,1016
-7.4,168.00,992
-7.4,160.00,1000
-7.4,160.00,992
-7.4,160.00,1008
-7.2,156.00,984
-7.6,152.00,1000
-7.6,148.00,984
-7.4,144.00,984
-7.4,144.00,984
-7.4,140.00,984
-7.6,140.00,976
-7.8,136.00,992
-7.6,132.00,976
-7.6,132.00,984
-7.6,132.00,976
-7.6,128.00,984
-7.6,128.00,984
-7.6,120.00,984
-7.8,124.00,968
-7.4,124.00,968
-7.6,120.00,976
-7.8,116.00,968
-7.6,116.00,976
-7.8,120.00,968
-7.6,120.00,976
-7.8,112.00,960
-7.8,112.00,968
-7.8,108.00,952
-7.8,104.00,968
-7.6,108.00,952
-7.8,108.00,960
-7.8,104.00,952
-8.0,104.00,968
-7.8,100.00,952
-7.8,96.00,968
-7.6,96.00,944
-7.8,96.00,952
-7.6,96.00,944
-8.0,100.00,952
-7.6,96.00,952
-8.0,92.00,952
-7.8,96.00,944
-8.0,96.00,952
-8.0,88.00,944
-7.8,84.00,952
-7.6,92.00,944
-7.8,88.00,952
-8.0,92.00,952
-8.0,92.00,952
-8.0,96.00,952
-7.8,88.00,952
-8.0,88.00,944
-8.0,84.00,952
-8.0,84.00,936
-8.0,84.00,944
-7.8,80.00,944
-8.0,80.00,944
-8.0,84.00,944
-7.8,84.00,936
-8.0,80.00,936
-8.0,84.00,944
-8.0,80.00,944
-7.6,76.00,944
-8.0,80.00,952
-8.0,76.00,936
-8.0,80.00,952
-8.0,80.00,936
-8.0,76.00,952
-7.8,80.00,936
-8.0,80.00,952
-8.0,76.00,936
-8.0,72.00,944
-8.0,80.00,936
-8.0,76.00,944
-7.8,80.00,928
-8.0,72.00,944
-8.2,76.00,936
-8.0,76.00,944
-8.0,72.00,936
-8.0,64.00,944
-7.8,72.00,944
-8.2,72.00,944
-8.0,68.00,936
-8.0,72.00,936
-8.2,72.00,936
-8.0,72.00,936
-8.0,68.00,936
-8.0,68.00,936
-8.2,64.00,936
-8.2,72.00,928
-8.2,72.00,944
-8.0,68.00,944
-8.0,68.00,944
-8.2,60.00,928
-8.2,64.00,944
-8.2,68.00,920
-8.0,60.00,936
-8.0,64.00,928
-8.2,64.00,944
-8.0,64.00,920
-8.2,64.00,944
-8.2,64.00,936
-8.4,64.00,944
-8.2,64.00,936
-8.2,64.00,928
-8.0,60.00,920
-8.2,64.00,944
-8.0,68.00,928
-8.0,60.00,928
-8.2,60.00,928
-8.2,56.00,936
-8.2,60.00,928
-8.0,56.00,936
-8.0,60.00,920
-8.2,60.00,936
-8.2,56.00,928
-8.2,60.00,936
-8.2,60.00,936
-8.2,64.00,936
-8.0,60.00,936
-8.4,56.00,936
-8.2,52.00,928
-8.0,56.00,928
-8.2,56.00,936
-8.2,56.00,928
-8.2,52.00,928
-8.2,56.00,936
-8.0,52.00,936
-8.2,56.00,928
-8.4,48.00,936
-8.0,52.00,912
-8.2,52.00,936
-8.2,52.00,920
-8.4,48.00,936
-8.4,56.00,928
-8.2,48.00,936
-8.0,52.00,912
-8.4,52.00,936
-8.0,48.00,920
-8.2,48.00,928
-8.2,52.00,920
-8.0,52.00,928
-8.4,48.00,928
-8.2,48.00,928
-8.2,48.00,928
-8.2,48.00,936
-8.4,52.00,928
-8.2,48.00,928
-8.2,52.00,936
-8.2,52.00,936
-8.2,48.00,928
-8.4,48.00,928
-8.0,52.00,936
-8.4,48.00,928
-8.2,44.00,928
-8.4,44.00,920
-8.2,44.00,928
-8.4,48.00,920
-8.4,44.00,936
-8.2,48.00,920
-8.2,40.00,936
-8.0,44.00,928
-8.4,48.00,936
-8.2,40.00,920
-8.4,44.00,936
-8.4,44.00,920
-8.2,44.00,936
-8.0,36.00,912
-8.2,40.00,936
-8.2,44.00,920
-8.4,40.00,928
-8.2,44.00,928
-8.4,44.00,936
-8.2,44.00,920
-8.2,40.00,928
-8.4,40.00,928
-8.2,40.00,928
-8.4,40.00,928
-8.4,44.00,936
-8.0,44.00,928
-8.4,40.00,928
-8.2,40.00,920
-8.2,40.00,920
-8.2,40.00,920
-8.4,36.00,920
-8.4,36.00,920
-8.2,36.00,928
-8.4,36.00,936
-8.4,40.00,920
-8.4,36.00,936
-8.4,36.00,920
-8.6,32.00,936
-8.4,32.00,920
-8.4,32.00,928
-8.4,36.00,912
-8.4,36.00,928
-8.2,32.00,912
-8.4,32.00,928
-8.4,36.00,920
-8.4,32.00,928
-8.2,32.00,920
-8.4,32.00,928
-8.2,36.00,912
-8.2,32.00,928
-8.4,32.00,912
-8.4,28.00,920
-8.2,32.00,912
-8.4,32.00,928
-8.4,32.00,928
-8.4,32.00,920
-8.4,32.00,920
-8.2,28.00,928
-8.4,32.00,920
-8.2,36.00,928
-8.6,36.00,928
-8.4,36.00,912
-8.4,32.00,928
-8.4,32.00,928
-8.2,28.00,928
-8.4,28.00,920
-8.6,28.00,920
-8.4,32.00,920
-8.6,28.00,936
-8.4,28.00,920
-8.4,28.00,928
-8.4,28.00,920
-8.4,24.00,928
-8.4,28.00,920
-8.6,28.00,928
-8.2,28.00,920
-8.4,32.00,928
-8.4,24.00,912
-8.6,32.00,928
-8.4,32.00,920
-8.6,32.00,928
-8.6,28.00,920
-8.4,28.00,928
-8.4,24.00,920
-8.4,24.00,920
-8.4,24.00,912
-8.4,20.00,920
-8.4,28.00,912
-8.4,24.00,928
-8.4,24.00,920
-8.4,24.00,928
-8.4,28.00,920
-8.2,24.00,936
-8.4,20.00,920
-8.4,24.00,928
-8.6,24.00,928
-8.4,20.00,928
-8.2,24.00,928
-8.2,20.00,928
-8.6,20.00,920
-8.4,20.00,920
-8.2,24.00,928
-8.4,20.00,912
-8.6,24.00,928
-8.6,20.00,920
-8.4,20.00,928
-8.4,20.00,920
-8.4,24.00,928
-8.6,24.00,920
-8.4,20.00,928
-8.4,24.00,928
-8.6,20.00,928
-8.4,24.00,920
-8.4,20.00,928
-8.2,16.00,920
-8.4,16.00,920
-8.4,20.00,920
-8.4,20.00,920
-8.4,20.00,920
-8.6,20.00,928
-8.6,20.00,920
-8.6,24.00,920
-8.4,16.00,912
-8.6,20.00,920
-8.4,24.00,920
-8.2,24.00,920
-8.2,20.00,920
-8.4,20.00,920
-8.6,20.00,920
-8.4,16.00,920
-8.4,20.00,936
-8.2,16.00,920
-8.4,20.00,920
-8.4,16.00,912
-8.4,20.00,928
-8.4,20.00,912
-8.6,12.00,928
-8.6,16.00,920
-8.6,12.00,920
-8.6,12.00,912
-8.8,16.00,928
-8.4,16.00,920
-8.6,16.00,928
-8.2,16.00,920
-8.6,16.00,920
-8.4,16.00,912
-8.6,12.00,920
-8.4,16.00,920
-8.6,16.00,928
-8.4,20.00,912
-8.4,12.00,928
-8.4,20.00,912
-8.6,12.00,928
-8.6,16.00,912
-8.6,20.00,920
-8.6,20.00,912
-8.6,16.00,920
-8.4,20.00,920
-8.2,24.00,912
-8.6,16.00,920
-8.4,16.00,912
-8.6,16.00,928
-8.4,12.00,928
-8.4,16.00,928
-8.6,12.00,920
-8.4,16.00,920
-8.4,16.00,920
-8.6,12.00,920
-8.4,12.00,920
-8.6,12.00,920
-8.4,12.00,912
-8.4,16.00,928
-8.6,12.00,920
-8.4,12.00,928
-8.4,12.00,912
-8.6,16.00,928
-8.4,16.00,920
-8.4,16.00,920
-8.6,16.00,904
-8.4,12.00,928
-8.4,8.00,912
-8.8,12.00,920
-8.4,16.00,920
-8.4,12.00,920
-8.4,16.00,912
-8.4,12.00,920
-8.6,16.00,920
-8.6,12.00,920
-8.4,12.00,920
-8.6,8.00,920
-8.6,16.00,920
-8.4,16.00,928
-8.4,12.00,920
-8.6,12.00,920
-8.4,12.00,920
-8.2,20.00,912
-8.4,20.00,928
-8.6,12.00,920
-8.4,16.00,920
-8.6,16.00,920
-8.6,12.00,920
-8.4,16.00,912
-8.6,12.00,920
-8.6,8.00,912
-8.6,12.00,928
-8.4,16.00,920
-8.6,12.00,928
-8.4,16.00,920
-8.4,12.00,928
-8.4,8.00,912
-8.6,12.00,928
-8.4,12.00,912
-8.6,12.00,928
-8.2,8.00,920
-8.4,12.00,928
-8.4,12.00,920
-8.6,12.00,920
-8.4,8.00,912
-8.4,12.00,920
-8.6,16.00,912
-8.4,12.00,920
-8.6,8.00,920
-8.6,12.00,928
-8.4,16.00,920
-8.6,8.00,920
-8.4,12.00,920
-8.4,8.00,920
-8.6,16.00,928
-8.6,8.00,920
-8.6,12.00,912
-8.2,8.00,920
-8.6,12.00,920
-8.6,8.00,912
-8.6,12.00,920
-8.4,12.00,920
-8.6,8.00,928
-8.6,8.00,912
-8.6,12.00,928
-8.4,12.00,904
-8.6,8.00,928
-8.6,12.00,920
-8.8,8.00,920
-8.4,12.00,912
-8.6,12.00,928
-8.6,12.00,912
-8.6,12.00,920
-8.4,16.00,912
-8.6,12.00,920
-8.4,8.00,912
-8.6,8.00,928
-8.4,8.00,912
-8.6,4.00,920
-8.6,12.00,912
-8.6,12.00,920
-8.4,12.00,912
-8.6,8.00,920
-8.4,12.00,912
-8.4,8.00,920
-8.4,12.00,928
-8.6,4.00,920
-8.6,8.00,928
-8.6,8.00,920
-8.6,8.00,928
-8.4,12.00,912
-8.6,8.00,912
-8.6,4.00,904
-8.8,12.00,920
-8.4,12.00,912
-8.6,8.00,920
-8.6,8.00,912
-8.4,8.00,928
-8.6,12.00,912
-8.4,8.00,928
-8.6,8.00,912
-8.6,8.00,928
-8.8,8.00,912
-8.6,8.00,928
-8.6,12.00,912
-8.6,8.00,928
-8.4,8.00,912
-8.6,12.00,920
-8.4,12.00,912
-8.4,4.00,920
-8.6,12.00,912
-8.6,12.00,920
-8.4,12.00,912
-8.4,8.00,920
-8.6,12.00,912
-8.8,12.00,920
-8.6,12.00,920
-8.4,8.00,920
-8.6,8.00,920
-8.4,8.00,920
-8.6,8.00,920
-8.4,8.00,920
-8.6,4.00,912
-8.4,4.00,912
-8.6,0.00,912
-8.6,4.00,912
-8.6,8.00,912
-8.6,4.00,920
-8.6,12.00,920
-8.4,8.00,912
-8.6,8.00,920
-8.6,8.00,912
-8.6,8.00,920
-8.6,8.00,904
-8.6,8.00,928
-8.6,8.00,912
-8.4,12.00,936
-8.6,12.00,912
-8.6,4.00,928
-8.4,8.00,912
-8.6,4.00,920
-8.4,12.00,920
-8.4,8.00,912
-8.4,8.00,904
-8.6,8.00,928
-8.6,8.00,920
-8.6,4.00,928
-8.4,4.00,920
-8.4,8.00,928
-8.4,16.00,928
-8.6,12.00,920
-8.6,8.00,912
-8.6,8.00,912
-8.6,16.00,920
-8.6,8.00,928
-8.4,4.00,912
-8.4,8.00,920
-8.6,8.00,920
-8.6,4.00,912
-8.6,4.00,928
-8.6,8.00,912
-8.6,4.00,928
-8.6,4.00,912
-8.8,8.00,928
-8.4,4.00,904
-8.6,12.00,928
-8.2,8.00,912
-8.8,8.00,928
-8.6,8.00,912
-8.6,8.00,912
-8.6,12.00,912
-8.8,8.00,920
-8.4,12.00,912
-8.4,4.00,920
-8.4,8.00,912
-8.4,4.00,912
-8.4,8.00,912
-8.8,4.00,912
-8.4,4.00,920
-8.6,8.00,920
-8.6,12.00,920
-8.6,4.00,920
-8.6,8.00,912
-8.6,8.00,912
-8.6,8.00,920
-8.6,8.00,920
-8.6,8.00,920
-8.6,8.00,912
-8.4,8.00,920
-8.6,4.00,912
-8.6,8.00,920
-8.6,4.00,920
-8.6,8.00,920
-8.6,0.00,912
-8.6,8.00,920
-8.6,8.00,912
-8.4,4.00,928
-8.6,8.00,904
-8.6,8.00,920
-8.6,8.00,912
-8.6,4.00,936
-8.2,8.00,920
-8.6,4.00,920
-8.6,8.00,912
-8.6,8.00,928
-8.4,8.00,912
-8.6,12.00,912
-8.6,8.00,920
-8.6,8.00,920
-8.6,8.00,904
-8.6,12.00,912
-8.4,8.00,912
-8.6,8.00,920
-8.4,4.00,912
-8.6,8.00,912
-8.6,4.00,920
-8.6,4.00,920
-8.6,8.00,912
-8.8,8.00,912
-8.6,8.00,912
-8.6,8.00,912
-8.6,8.00,920
-8.8,4.00,920
-8.6,4.00,920
-8.6,4.00,912
-8.4,8.00,920
-8.6,4.00,904
-8.6,8.00,920
-8.4,4.00,904
-8.6,8.00,920
-8.2,8.00,912
-8.6,4.00,920
-8.6,8.00,912
-8.6,4.00,920
-8.6,8.00,912
-8.6,8.00,928
-8.4,4.00,920
-8.4,8.00,936
-8.4,8.00,920
-8.4,12.00,912
-8.6,8.00,912
-8.6,8.00,920
-8.4,8.00,912
-8.4,4.00,920
-8.4,8.00,904
-8.6,4.00,912
-8.4,4.00,912
-8.6,8.00,920
